station_id,station_nid,source_name,display_name,river_km_raw,river_km,latitude,longitude,measurement_datetime_raw,measurement_datetime,measurement_date,level_raw,level_cm,variation_raw,variation_cm_24h,temperature_raw,water_temperature_c,capture_datetime_utc,capture_datetime_local,source_changed_datetime,record_hash,first_seen_at,last_seen_at,normalization_source,quality_flag
657e4b68-9e17-4102-a240-b2cf2f34ba27,82,Sulina,Sulina,0,0,45.15541425,29.652728883222,2026-08-06T03:00:00+03:00,2026-08-06T03:00:00+03:00,2026-08-06,60,60,0,0,27.5,27.5,2026-08-06T18:00:05Z,2026-08-06T21:00:05+03:00,2026-08-06T05:31:54+00:00,e7c4c823223a76ae40349a5e38b0541aaea0f13c5911b3c3fbf5fedd49c4647e,2026-08-06T18:00:05Z,2026-08-06T18:00:05Z,AFDJ XML + reguli documentate,valid
733c61e2-3083-4766-9b49-9c51b6e6c7cc,84,Isaccea,Isaccea,103,103,45.2721887,28.4571456,2026-08-06T03:00:00+03:00,2026-08-06T03:00:00+03:00,2026-08-06,25,25,-1,-1,27.5,27.5,2026-08-06T18:00:05Z,2026-08-06T21:00:05+03:00,2026-08-06T05:31:54+00:00,7e4a441b24869b014c7034f47ecad773815554f80d06f50810933c6fb2c11520,2026-08-06T18:00:05Z,2026-08-06T18:00:05Z,AFDJ XML + reguli documentate,valid
c726848a-12e0-4961-be36-8a8d29ce9106,85,Galati,Galați,150,150,45.4338215,28.0549395,2026-08-06T03:00:00+03:00,2026-08-06T03:00:00+03:00,2026-08-06,27,27,-1,-1,27.5,27.5,2026-08-06T18:00:05Z,2026-08-06T21:00:05+03:00,2026-08-06T05:31:54+00:00,52350b65f1ed1e5d242fadfab8bbf42bb175479bcde67628ec4454f3ca73b31c,2026-08-06T18:00:05Z,2026-08-06T18:00:05Z,AFDJ XML + reguli documentate,valid
cc4f13d6-eccf-48bf-a3b2-2ed3b60e1f63,86,Braila,Brăila,170,170,45.2716092,27.9742932,2026-08-06T03:00:00+03:00,2026-08-06T03:00:00+03:00,2026-08-06,4,4,0,0,27.5,27.5,2026-08-06T18:00:05Z,2026-08-06T21:00:05+03:00,2026-08-06T05:31:54+00:00,4a126d7b836a38b6df27ada66b447246a985299f02b6c2642a984cd1555deed4,2026-08-06T18:00:05Z,2026-08-06T18:00:05Z,AFDJ XML + reguli documentate,valid
434d580b-1bc9-4210-aea9-3d263e8251fe,87,Harsova,Hârșova,253,253,44.6845557,27.9513766,2026-08-06T03:00:00+03:00,2026-08-06T03:00:00+03:00,2026-08-06,-118,-118,-2,-2,27.5,27.5,2026-08-06T18:00:05Z,2026-08-06T21:00:05+03:00,2026-08-06T05:31:55+00:00,754f60398062b19e33077c43d459f647f9f6fc22edf96c9304d67d27bdda15e7,2026-08-06T18:00:05Z,2026-08-06T18:00:05Z,AFDJ XML + reguli documentate,valid
267d20a8-8a85-4d85-97e1-8aee686e9535,88,Cernavoda,Cernavodă,300,300,44.3416349,28.0316248,2026-08-06T03:00:00+03:00,2026-08-06T03:00:00+03:00,2026-08-06,-216,-216,-2,-2,27.5,27.5,2026-08-06T18:00:05Z,2026-08-06T21:00:05+03:00,2026-08-06T05:31:55+00:00,ef42dfd9ce3fb2e1c30169a6e2242962f4f36f8d729f17d8ab09f2b3344ed137,2026-08-06T18:00:05Z,2026-08-06T18:00:05Z,AFDJ XML + reguli documentate,valid
29f3d156-04e1-46bc-b699-bbea096e212f,89,Calarasi,Călărași,370,370,44.1961646,27.3313233,2026-08-06T03:00:00+03:00,2026-08-06T03:00:00+03:00,2026-08-06,-167,-167,-1,-1,28,28,2026-08-06T18:00:05Z,2026-08-06T21:00:05+03:00,2026-08-06T05:31:57+00:00,eafef4cc01489e0c80d3bbb6a7b538fd43e7d73fedb2a57ce5ead6c2281f8cc2,2026-08-06T18:00:05Z,2026-08-06T18:00:05Z,AFDJ XML + reguli documentate,valid
e5eea969-9ccd-4b3e-9aa5-439c8f0d1ff0,90,Oltenita,Oltenița,430,430,44.0904556,26.6407009,2026-08-06T03:00:00+03:00,2026-08-06T03:00:00+03:00,2026-08-06,-125,-125,-3,-3,28,28,2026-08-06T18:00:05Z,2026-08-06T21:00:05+03:00,2026-08-06T05:31:57+00:00,fab57c4bfa24a079d8f816aa8852a63a9d0b8fa5378042a80509314e5423737d,2026-08-06T18:00:05Z,2026-08-06T18:00:05Z,AFDJ XML + reguli documentate,valid
e3a30b68-5b3e-42d0-b6e7-82411594d811,91,Giurgiu,Giurgiu,493,493,43.8959058,25.9658111,2026-08-06T03:00:00+03:00,2026-08-06T03:00:00+03:00,2026-08-06,-165,-165,-4,-4,28,28,2026-08-06T18:00:05Z,2026-08-06T21:00:05+03:00,2026-08-06T05:31:57+00:00,cb6e09c780716d3d11104d7eca0b4511547bec256a4bd6a3b0c97421b4158edd,2026-08-06T18:00:05Z,2026-08-06T18:00:05Z,AFDJ XML + reguli documentate,valid
fda97819-adbe-448c-bb6b-85e4aea435af,92,Zimnicea,Zimnicea,554,554,43.6542344,25.3655464,2026-08-06T03:00:00+03:00,2026-08-06T03:00:00+03:00,2026-08-06,-64,-64,-4,-4,28,28,2026-08-06T18:00:05Z,2026-08-06T21:00:05+03:00,2026-08-06T05:31:57+00:00,1130fdbe97c1b3d3d6a384616cb42db738f00b4c23011c392485222c8ce1bf10,2026-08-06T18:00:05Z,2026-08-06T18:00:05Z,AFDJ XML + reguli documentate,valid
