country_code,provider_id,source_station_id,source_station_uuid,station_name_original,station_name_ascii,river_name,river_km,latitude,longitude,gauge_zero_value,gauge_zero_unit,vertical_datum,level_unit,discharge_unit,temperature_unit,station_type,active,source_url,metadata_url,notes,possible_cross_border_match_id,match_confidence,match_reason,human_review_required
at,hydroinfo_hu,242009,,Mauthausen,Mauthausen,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:mauthausen,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
at,hydroinfo_hu,242010,,Ybbs,Ybbs,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:ybbs,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
at,hydroinfo_hu,242120,,Melk,Melk,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:melk,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
at,hydroinfo_hu,242011,,Kienstock,Kienstock,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:kienstock,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
at,hydroinfo_hu,242013,,Korneuburg,Korneuburg,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:korneuburg,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
at,hydroinfo_hu,242012,,Bécs,Becs,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:becs,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
at,hydroinfo_hu,242014,,Wildungsmauer,Wildungsmauer,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:wildungsmauer,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
at,hydroinfo_hu,242015,,Hainburg,Hainburg,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:hainburg,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
sk,hydroinfo_hu,142301,,Dévény,Deveny,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:deveny,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
sk,hydroinfo_hu,142302,,Pozsony,Pozsony,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:pozsony,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
hu,hydroinfo_hu,442020,,Rajka,Rajka,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=primary HU,danube:rajka,unknown,,yes
hu,hydroinfo_hu,442021,,Dunaremete,Dunaremete,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=primary HU,danube:dunaremete,unknown,,yes
sk,hydroinfo_hu,142304,,Bős,Bos,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:bos,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
sk,hydroinfo_hu,142306,,Medve,Medve,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:medve,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
hu,hydroinfo_hu,442502,,Nagybajcs,Nagybajcs,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=primary HU,danube:nagybajcs,unknown,,yes
hu,hydroinfo_hu,442521,,Gönyű,Gonyu,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=primary HU,danube:gonyu,unknown,,yes
hu,hydroinfo_hu,442522,,Komárom,Komarom,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=primary HU,danube:komarom,unknown,,yes
sk,hydroinfo_hu,142308,,Révkomárom,Revkomarom,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:revkomarom,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
hu,hydroinfo_hu,442024,,Lábatlan,Labatlan,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=primary HU,danube:labatlan,unknown,,yes
hu,hydroinfo_hu,442025,,Esztergom,Esztergom,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=primary HU,danube:esztergom,unknown,,yes
sk,hydroinfo_hu,142310,,Párkány,Parkany,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:parkany,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
hu,hydroinfo_hu,442625,,Szob,Szob,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=primary HU,danube:szob,unknown,,yes
hu,hydroinfo_hu,442527,,Nagymaros,Nagymaros,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=primary HU,danube:nagymaros,unknown,,yes
hu,hydroinfo_hu,442026,,Vác,Vac,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=primary HU,danube:vac,unknown,,yes
hu,hydroinfo_hu,442643,,Göd,God,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=primary HU,danube:god,unknown,,yes
hu,hydroinfo_hu,442027,,Budapest,Budapest,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=primary HU,danube:budapest,unknown,,yes
hu,hydroinfo_hu,442532,,Kvassay zsilip,Kvassay zsilip,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=primary HU,danube:kvassay-zsilip,unknown,,yes
hu,hydroinfo_hu,442533,,Budafok,Budafok,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=primary HU,danube:budafok,unknown,,yes
hu,hydroinfo_hu,442534,,Ercsi,Ercsi,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=primary HU,danube:ercsi,unknown,,yes
hu,hydroinfo_hu,442535,,Adony,Adony,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=primary HU,danube:adony,unknown,,yes
hu,hydroinfo_hu,442536,,Tass,Tass,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=primary HU,danube:tass,unknown,,yes
hu,hydroinfo_hu,442028,,Dunaújváros,Dunaujvaros,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=primary HU,danube:dunaujvaros,unknown,,yes
hu,hydroinfo_hu,442029,,Dunaföldvár,Dunafoldvar,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=primary HU,danube:dunafoldvar,unknown,,yes
hu,hydroinfo_hu,442030,,Paks,Paks,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=primary HU,danube:paks,unknown,,yes
hu,hydroinfo_hu,442540,,Dombori,Dombori,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=primary HU,danube:dombori,unknown,,yes
hu,hydroinfo_hu,442031,,Baja,Baja,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=primary HU,danube:baja,unknown,,yes
hu,hydroinfo_hu,442560,,Dunaszekcső,Dunaszekcso,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=primary HU,danube:dunaszekcso,unknown,,yes
hu,hydroinfo_hu,442032,,Mohács,Mohacs,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=primary HU,danube:mohacs,unknown,,yes
rs,hydroinfo_hu,542010,,Bezdán,Bezdan,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:bezdan,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
rs,hydroinfo_hu,542015,,Apatin,Apatin,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:apatin,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
rs,hydroinfo_hu,542017,,Almás,Almas,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:almas,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
rs,hydroinfo_hu,542020,,Gombos,Gombos,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:gombos,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
rs,hydroinfo_hu,542025,,Vukovár,Vukovar,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:vukovar,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
rs,hydroinfo_hu,542030,,Újlak,Ujlak,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:ujlak,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
rs,hydroinfo_hu,542035,,Újvidék,Ujvidek,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:ujvidek,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
rs,hydroinfo_hu,542045,,Zimony,Zimony,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:zimony,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
rs,hydroinfo_hu,542050,,Pancsova,Pancsova,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:pancsova,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
rs,hydroinfo_hu,542055,,Szendrő,Szendro,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:szendro,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742001,,Báziás,Bazias,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:bazias,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
rs,hydroinfo_hu,542065,,Veliko Gradiste,Veliko Gradiste,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:veliko-gradiste,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742002,,Ómoldova,Omoldova,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:omoldova,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742003,,Drenkó,Drenko,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:drenko,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742005,,Orsova,Orsova,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:orsova,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742008,,Szörényvár,Szorenyvar,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:szorenyvar,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
rs,hydroinfo_hu,542095,,Prahovo,Prahovo,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:prahovo,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742010,,Gruia,Gruia,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:gruia,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
bg,hydroinfo_hu,842070,,Novo Selo,Novo Selo,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:novo-selo,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742012,,Cetatea,Cetatea,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:cetatea,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742013,,Calafat,Calafat,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:calafat,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
bg,hydroinfo_hu,842073,,Lom,Lom,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:lom,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742016,,Bistret,Bistret,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:bistret,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742017,,Bechet,Bechet,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:bechet,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
bg,hydroinfo_hu,842075,,Oriachovo,Oriachovo,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:oriachovo,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742018,,Corabia,Corabia,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:corabia,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742024,,Turnu Magurele,Turnu Magurele,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:turnu-magurele,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
bg,hydroinfo_hu,842078,,Svistov,Svistov,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:svistov,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742025,,Zimnicea,Zimnicea,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:zimnicea,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
bg,hydroinfo_hu,842080,,Rusze,Rusze,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:rusze,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742027,,Gyurgyevó,Gyurgyevo,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:gyurgyevo,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742031,,Oltenita,Oltenita,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:oltenita,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
bg,hydroinfo_hu,842083,,Silistra,Silistra,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:silistra,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742034,,Calarasi,Calarasi,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:calarasi,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742037,,Fetesti,Fetesti,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:fetesti,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742038,,Cernavoda,Cernavoda,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:cernavoda,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742039,,Hirsova,Hirsova,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:hirsova,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742051,,Braila,Braila,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:braila,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742052,,Galac,Galac,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:galac,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742055,,Isaccea,Isaccea,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:isaccea,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742057,,Tulcea,Tulcea,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:tulcea,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742058,,Ceatal Ismail,Ceatal Ismail,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:ceatal-ismail,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742059,,Ceatal Sf.Gheorghe,Ceatal Sf.Gheorghe,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:ceatal-sf.gheorghe,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
ro,hydroinfo_hu,742060,,Sulina,Sulina,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=republished; foreign rows are validation only,danube:sulina,low,republished name may match a primary national station; identifiers/metadata must be reviewed,yes
hu,hydroinfo_hu,442708,,Doborgaz,Doborgaz,Danube,,,,,,,cm,m3/s,degC,hydrometric_or_republished,unknown,https://www.hydroinfo.hu/tables/dunhif.html,,provider_role=primary HU,danube:doborgaz,unknown,,yes
hr,vodniputovi_hr,5001,,Aljmaš,Aljmas,Danube,,,,,,,cm,,,gauge,unknown,https://vodniputovi.hr/dhmz_vodostaji/getwaterstuff.php,https://www.vodniputovi.hr/en/services/waterlevels/,"10 records returned; latest sample 2026-03-12, stale at audit",danube:aljmas,medium,name and institutional ID can be reviewed against Hydroinfo,yes
hr,vodniputovi_hr,5170,,Batina,Batina,Danube,,,,,,,cm,,,gauge,unknown,https://vodniputovi.hr/dhmz_vodostaji/getwaterstuff.php,https://www.vodniputovi.hr/en/services/waterlevels/,"10 records returned; latest sample 2026-03-12, stale at audit",danube:batina,medium,name and institutional ID can be reviewed against Hydroinfo,yes
hr,vodniputovi_hr,5070,,Vukovar,Vukovar,Danube,,,,,,,cm,,,gauge,unknown,https://vodniputovi.hr/dhmz_vodostaji/getwaterstuff.php,https://www.vodniputovi.hr/en/services/waterlevels/,"10 records returned; latest sample 2026-03-12, stale at audit",danube:vukovar,medium,name and institutional ID can be reviewed against Hydroinfo,yes
hr,hrvatske_vode_hr,5130,,Dalj,Dalj,Danube,,,,,,,cm,,,gauge,unknown,https://mvodostaji.voda.hr/,https://mvodostaji.voda.hr/,official Croatian portal station; not returned by audited Vodni Putovi JSON,,unknown,,no
hr,hrvatske_vode_hr,5024,,Ilok,Ilok,Danube,,,,,,,cm,,,gauge,unknown,https://mvodostaji.voda.hr/,https://mvodostaji.voda.hr/,official Croatian portal station; not returned by audited Vodni Putovi JSON,,unknown,,no
rs,hidmet_rs,42010,,Bezdan,Bezdan,Danube,,,,,,,cm,m3/s on related pages,degC on related pages,hydrometric,unknown,https://www.hidmet.gov.rs/eng/hidrologija/izvestajne/index.php,https://www.hidmet.gov.rs/eng/hidrologija/naslovna_stanje.php,DUNAV reporting-station row,,unknown,,no
rs,hidmet_rs,42015,,Apatin,Apatin,Danube,,,,,,,cm,m3/s on related pages,degC on related pages,hydrometric,unknown,https://www.hidmet.gov.rs/eng/hidrologija/izvestajne/index.php,https://www.hidmet.gov.rs/eng/hidrologija/naslovna_stanje.php,DUNAV reporting-station row,,unknown,,no
rs,hidmet_rs,42020,,Bogojevo,Bogojevo,Danube,,,,,,,cm,m3/s on related pages,degC on related pages,hydrometric,unknown,https://www.hidmet.gov.rs/eng/hidrologija/izvestajne/index.php,https://www.hidmet.gov.rs/eng/hidrologija/naslovna_stanje.php,DUNAV reporting-station row,,unknown,,no
rs,hidmet_rs,42030,,Bačka Palanka,Backa Palanka,Danube,,,,,,,cm,m3/s on related pages,degC on related pages,hydrometric,unknown,https://www.hidmet.gov.rs/eng/hidrologija/izvestajne/index.php,https://www.hidmet.gov.rs/eng/hidrologija/naslovna_stanje.php,DUNAV reporting-station row,,unknown,,no
rs,hidmet_rs,42035,,Novi Sad,Novi Sad,Danube,,,,,,,cm,m3/s on related pages,degC on related pages,hydrometric,unknown,https://www.hidmet.gov.rs/eng/hidrologija/izvestajne/index.php,https://www.hidmet.gov.rs/eng/hidrologija/naslovna_stanje.php,DUNAV reporting-station row,,unknown,,no
rs,hidmet_rs,42040,,Slankamen,Slankamen,Danube,,,,,,,cm,m3/s on related pages,degC on related pages,hydrometric,unknown,https://www.hidmet.gov.rs/eng/hidrologija/izvestajne/index.php,https://www.hidmet.gov.rs/eng/hidrologija/naslovna_stanje.php,DUNAV reporting-station row,,unknown,,no
rs,hidmet_rs,42045,,Zemun,Zemun,Danube,,,,,,,cm,m3/s on related pages,degC on related pages,hydrometric,unknown,https://www.hidmet.gov.rs/eng/hidrologija/izvestajne/index.php,https://www.hidmet.gov.rs/eng/hidrologija/naslovna_stanje.php,DUNAV reporting-station row,,unknown,,no
rs,hidmet_rs,42050,,Pančevo,Pancevo,Danube,,,,,,,cm,m3/s on related pages,degC on related pages,hydrometric,unknown,https://www.hidmet.gov.rs/eng/hidrologija/izvestajne/index.php,https://www.hidmet.gov.rs/eng/hidrologija/naslovna_stanje.php,DUNAV reporting-station row,,unknown,,no
rs,hidmet_rs,42055,,Smederevo,Smederevo,Danube,,,,,,,cm,m3/s on related pages,degC on related pages,hydrometric,unknown,https://www.hidmet.gov.rs/eng/hidrologija/izvestajne/index.php,https://www.hidmet.gov.rs/eng/hidrologija/naslovna_stanje.php,DUNAV reporting-station row,,unknown,,no
rs,hidmet_rs,42060,,Banatska Palanka,Banatska Palanka,Danube,,,,,,,cm,m3/s on related pages,degC on related pages,hydrometric,unknown,https://www.hidmet.gov.rs/eng/hidrologija/izvestajne/index.php,https://www.hidmet.gov.rs/eng/hidrologija/naslovna_stanje.php,DUNAV reporting-station row,,unknown,,no
