detected_at_utc,xml_sha256,added_leaf_paths,removed_leaf_paths,added_tags,removed_tags,critical_removed,severity
2026-08-03T14:15:14Z,9c6081bfcd62dd7f24dacdeae7c7254a3aa669cedef526312cf7de24cd25929c,"[""item@key"", ""item/nid/value"", ""item/uuid/value"", ""item/vid/value"", ""item/langcode/value"", ""item/type/target_id"", ""item/type/target_type"", ""item/type/target_uuid"", ""item/revision_timestamp/value"", ""item/revision_timestamp/format"", ""item/revision_uid/target_id"", ""item/revision_uid/target_type"", ""item/revision_uid/target_uuid"", ""item/revision_uid/url"", ""item/status/value"", ""item/uid/target_id"", ""item/uid/target_type"", ""item/uid/target_uuid"", ""item/uid/url"", ""item/title/value"", ""item/created/value"", ""item/created/format"", ""item/changed/value"", ""item/changed/format"", ""item/promote/value"", ""item/sticky/value"", ""item/default_langcode/value"", ""item/revision_translation_affected/value"", ""item/path/alias"", ""item/path/pid"", ""item/path/langcode"", ""item/content_translation_source/value"", ""item/content_translation_outdated/value"", ""item/display_page_title/value"", ""item/body"", ""item/feeds_item/target_id"", ""item/feeds_item/imported"", ""item/feeds_item/url"", ""item/feeds_item/guid"", ""item/feeds_item/hash"", ""item/feeds_item/target_type"", ""item/feeds_item/target_uuid"", ""item/field_cota/value"", ""item/field_data_actualizare_prognoze/value"", ""item/field_field_data_actualiz_cote/value"", ""item/field_geolocation_demo_single/lat"", ""item/field_geolocation_demo_single/lng"", ""item/field_geolocation_demo_single/data"", ""item/field_geolocation_demo_single/value"", ""item/field_km/value"", ""item/field_localitatea/value"", ""item/field_localitate_grafic"", ""item/field_temperatura_masurata/value"", ""item/field_tendinta_120h/value"", ""item/field_tendinta_24h/value"", ""item/field_tendinta_48h/value"", ""item/field_tendinta_72h/value"", ""item/field_tendinta_96h/value"", ""item/field_variatia/value""]",[],"[""alias"", ""body"", ""changed"", ""content_translation_outdated"", ""content_translation_source"", ""created"", ""data"", ""default_langcode"", ""display_page_title"", ""feeds_item"", ""field_cota"", ""field_data_actualizare_prognoze"", ""field_field_data_actualiz_cote"", ""field_geolocation_demo_single"", ""field_km"", ""field_localitate_grafic"", ""field_localitatea"", ""field_temperatura_masurata"", ""field_tendinta_120h"", ""field_tendinta_24h"", ""field_tendinta_48h"", ""field_tendinta_72h"", ""field_tendinta_96h"", ""field_variatia"", ""format"", ""guid"", ""hash"", ""imported"", ""item"", ""langcode"", ""lat"", ""lng"", ""nid"", ""path"", ""pid"", ""promote"", ""response"", ""revision_timestamp"", ""revision_translation_affected"", ""revision_uid"", ""status"", ""sticky"", ""target_id"", ""target_type"", ""target_uuid"", ""title"", ""type"", ""uid"", ""url"", ""uuid"", ""value"", ""vid""]",[],[],initial_schema
