station_id,country_code,station_name,station_name_local,geocoding_query,latitude,longitude,coordinate_method,coordinate_source,coordinate_provider,geocoder_result_label,geocoder_result_type,coordinate_confidence,review_status,review_notes,geocoded_at,source_url
rs-42010,RS,Bezdan,Bezdan,"Bezdan, Serbia",45.8493634,18.9240467,geocoded_locality,OpenStreetMap locality result via Nominatim,OpenStreetMap Nominatim,"Bezdan, City of Sombor, West Backa Administrative District, Vojvodina, 25270, Serbia",village,medium,accepted,name_match=1.000; country and conservative Danube-sector checks passed,2026-08-04T18:44:58Z,https://nominatim.openstreetmap.org/search?q=Bezdan%2C+Serbia&countrycodes=rs&format=jsonv2&addressdetails=1&namedetails=1&limit=5&dedupe=1&accept-language=en
rs-42020,RS,Bogojevo,Bogojevo,"Bogojevo, Serbia",45.5302367,19.1302139,geocoded_locality,OpenStreetMap locality result via Nominatim,OpenStreetMap Nominatim,"Bogojevo, Odzaci Municipality, West Backa Administrative District, Vojvodina, Serbia",village,medium,accepted,name_match=1.000; country and conservative Danube-sector checks passed,2026-08-04T18:45:00Z,https://nominatim.openstreetmap.org/search?q=Bogojevo%2C+Serbia&countrycodes=rs&format=jsonv2&addressdetails=1&namedetails=1&limit=5&dedupe=1&accept-language=en
rs-42070,RS,Golubac,Golubac,"Golubac, Serbia",44.6531108,21.6305205,geocoded_locality,OpenStreetMap locality result via Nominatim,OpenStreetMap Nominatim,"Golubac, Golubac Municipality, Branicevo Administrative District, Central Serbia, 12223, Serbia",village,medium,accepted,name_match=1.000; country and conservative Danube-sector checks passed,2026-08-04T18:45:01Z,https://nominatim.openstreetmap.org/search?q=Golubac%2C+Serbia&countrycodes=rs&format=jsonv2&addressdetails=1&namedetails=1&limit=5&dedupe=1&accept-language=en
rs-42035,RS,Novi Sad,Novi Sad,"Novi Sad, Serbia",45.2551338,19.8451756,geocoded_locality,OpenStreetMap locality result via Nominatim,OpenStreetMap Nominatim,"Novi Sad, City of Novi Sad, South Backa Administrative District, Vojvodina, Serbia",city,medium,accepted,name_match=1.000; country and conservative Danube-sector checks passed,2026-08-04T18:45:02Z,https://nominatim.openstreetmap.org/search?q=Novi+Sad%2C+Serbia&countrycodes=rs&format=jsonv2&addressdetails=1&namedetails=1&limit=5&dedupe=1&accept-language=en
rs-42050,RS,Pancevo,Pančevo,"Pančevo, Serbia",44.8705686,20.6399643,geocoded_locality,OpenStreetMap locality result via Nominatim,OpenStreetMap Nominatim,"Pančevo, City of Pančevo, South Banat Administrative District, Vojvodina, Serbia",city,medium,accepted,name_match=1.000; country and conservative Danube-sector checks passed,2026-08-04T18:45:04Z,https://nominatim.openstreetmap.org/search?q=Pan%C4%8Devo%2C+Serbia&countrycodes=rs&format=jsonv2&addressdetails=1&namedetails=1&limit=5&dedupe=1&accept-language=en
rs-42095,RS,Prahovo,Prahovo,"Prahovo, Serbia",44.2947674,22.5840091,geocoded_locality,OpenStreetMap locality result via Nominatim,OpenStreetMap Nominatim,"Prahovo, Negotin Municipality, Bor Administrative District, Central Serbia, Serbia",village,medium,accepted,name_match=1.000; country and conservative Danube-sector checks passed,2026-08-04T18:45:05Z,https://nominatim.openstreetmap.org/search?q=Prahovo%2C+Serbia&countrycodes=rs&format=jsonv2&addressdetails=1&namedetails=1&limit=5&dedupe=1&accept-language=en
rs-42040,RS,Slankamen,Slankamen,"Slankamen, Serbia",45.1414778,20.2585993,geocoded_locality,OpenStreetMap locality result via Nominatim,OpenStreetMap Nominatim,"Stari Slankamen, Indjija Municipality, Srem Administrative District, Vojvodina, Serbia",village,medium,accepted,name_match=0.900; country and conservative Danube-sector checks passed,2026-08-04T18:45:08Z,https://nominatim.openstreetmap.org/search?q=Slankamen%2C+Serbia&countrycodes=rs&format=jsonv2&addressdetails=1&namedetails=1&limit=5&dedupe=1&accept-language=en
rs-42055,RS,Smederevo,Smederevo,"Smederevo, Serbia",44.6651048,20.9271115,geocoded_locality,OpenStreetMap locality result via Nominatim,OpenStreetMap Nominatim,"Smederevo, City of Smederevo, Podunavlje Administrative District, Central Serbia, Serbia",city,medium,accepted,name_match=1.000; country and conservative Danube-sector checks passed,2026-08-04T18:45:09Z,https://nominatim.openstreetmap.org/search?q=Smederevo%2C+Serbia&countrycodes=rs&format=jsonv2&addressdetails=1&namedetails=1&limit=5&dedupe=1&accept-language=en
rs-42065,RS,Veliko Gradiste,Veliko Gradište,"Veliko Gradište, Serbia",44.7629166,21.5161946,geocoded_locality,OpenStreetMap locality result via Nominatim,OpenStreetMap Nominatim,"Veliko Gradiste, Veliko Gradiste Municipality, Branicevo Administrative District, Central Serbia, 12220, Serbia",town,medium,accepted,name_match=1.000; country and conservative Danube-sector checks passed,2026-08-04T18:45:11Z,https://nominatim.openstreetmap.org/search?q=Veliko+Gradi%C5%A1te%2C+Serbia&countrycodes=rs&format=jsonv2&addressdetails=1&namedetails=1&limit=5&dedupe=1&accept-language=en
rs-42045,RS,Zemun,Zemun,"Zemun, Serbia",44.8444,20.4123996,geocoded_locality,OpenStreetMap locality result via Nominatim,OpenStreetMap Nominatim,"Zemun, Zemun Urban Municipality, City of Belgrade, Central Serbia, Serbia",suburb,medium,accepted,name_match=1.000; country and conservative Danube-sector checks passed,2026-08-04T18:45:12Z,https://nominatim.openstreetmap.org/search?q=Zemun%2C+Serbia&countrycodes=rs&format=jsonv2&addressdetails=1&namedetails=1&limit=5&dedupe=1&accept-language=en
sk-5140,SK,Bratislava,Bratislava,"Bratislava, Slovakia",48.1516988,17.1093063,geocoded_locality,OpenStreetMap locality result via Nominatim,OpenStreetMap Nominatim,"Bratislava, Borinka, Region of Bratislava, 900 32, Slovakia",city,medium,accepted,name_match=1.000; country and conservative Danube-sector checks passed,2026-08-04T18:45:14Z,https://nominatim.openstreetmap.org/search?q=Bratislava%2C+Slovakia&countrycodes=sk&format=jsonv2&addressdetails=1&namedetails=1&limit=5&dedupe=1&accept-language=en
sk-5138,SK,Cunovo - horna hladina,Čunovo - horná hladina,"Čunovo, Slovakia",48.0266801,17.1962738,geocoded_locality,OpenStreetMap locality result via Nominatim,OpenStreetMap Nominatim,"Čunovo, District of Bratislava V, Bratislava, Region of Bratislava, 900 32, Slovakia",suburb,medium,accepted,name_match=1.000; country and conservative Danube-sector checks passed,2026-08-04T18:45:15Z,https://nominatim.openstreetmap.org/search?q=%C4%8Cunovo%2C+Slovakia&countrycodes=sk&format=jsonv2&addressdetails=1&namedetails=1&limit=5&dedupe=1&accept-language=en
sk-5127,SK,Devin,Devín,"Devín, Slovakia",48.1700918,16.9927628,geocoded_locality,OpenStreetMap locality result via Nominatim,OpenStreetMap Nominatim,"Devín, District of Bratislava IV, Bratislava, Borinka, Region of Bratislava, 900 32, Slovakia",suburb,medium,accepted,name_match=1.000; country and conservative Danube-sector checks passed,2026-08-04T18:45:17Z,https://nominatim.openstreetmap.org/search?q=Dev%C3%ADn%2C+Slovakia&countrycodes=sk&format=jsonv2&addressdetails=1&namedetails=1&limit=5&dedupe=1&accept-language=en
sk-5128,SK,Devin - lom,Devín - lom,"Devín - lom, Slovakia",,,geocoded_locality,OpenStreetMap locality result via Nominatim,OpenStreetMap Nominatim,,,unresolved,required,"unresolved: insufficient_name_match,not_a_locality",2026-08-04T18:45:18Z,https://nominatim.openstreetmap.org/search?q=Dev%C3%ADn+-+lom%2C+Slovakia&countrycodes=sk&format=jsonv2&addressdetails=1&namedetails=1&limit=5&dedupe=1&accept-language=en
sk-5153,SK,Dobrohost,Dobrohošť,"Dobrohošť, Slovakia",47.983335,17.3666631,geocoded_locality,OpenStreetMap locality result via Nominatim,OpenStreetMap Nominatim,"Dobrohošť, District of Dunajská Streda, Region of Trnava, Slovakia",municipality,medium,accepted,name_match=1.000; country and conservative Danube-sector checks passed,2026-08-04T18:45:20Z,https://nominatim.openstreetmap.org/search?q=Dobroho%C5%A1%C5%A5%2C+Slovakia&countrycodes=sk&format=jsonv2&addressdetails=1&namedetails=1&limit=5&dedupe=1&accept-language=en
sk-5143,SK,Gabcikovo,Gabčíkovo,"Gabčíkovo, Slovakia",47.8951059,17.5781248,geocoded_locality,OpenStreetMap locality result via Nominatim,OpenStreetMap Nominatim,"Gabčíkovo, District of Dunajská Streda, Region of Trnava, 930 05, Slovakia",town,medium,accepted,name_match=1.000; country and conservative Danube-sector checks passed,2026-08-04T18:45:21Z,https://nominatim.openstreetmap.org/search?q=Gab%C4%8D%C3%ADkovo%2C+Slovakia&countrycodes=sk&format=jsonv2&addressdetails=1&namedetails=1&limit=5&dedupe=1&accept-language=en
sk-5149,SK,Hamuliakovo,Hamuliakovo,"Hamuliakovo, Slovakia",48.0390749,17.252464,geocoded_locality,OpenStreetMap locality result via Nominatim,OpenStreetMap Nominatim,"Hamuliakovo, District of Senec, Region of Bratislava, Slovakia",village,medium,accepted,name_match=1.000; country and conservative Danube-sector checks passed,2026-08-04T18:45:22Z,https://nominatim.openstreetmap.org/search?q=Hamuliakovo%2C+Slovakia&countrycodes=sk&format=jsonv2&addressdetails=1&namedetails=1&limit=5&dedupe=1&accept-language=en
sk-6860,SK,Iza,Iža,"Iža, Slovakia",47.750348,18.2235858,geocoded_locality,OpenStreetMap locality result via Nominatim,OpenStreetMap Nominatim,"Iža, District of Komárno, Region of Nitra, 946 39, Slovakia",municipality,medium,accepted,name_match=1.000; country and conservative Danube-sector checks passed,2026-08-04T18:45:24Z,https://nominatim.openstreetmap.org/search?q=I%C5%BEa%2C+Slovakia&countrycodes=sk&format=jsonv2&addressdetails=1&namedetails=1&limit=5&dedupe=1&accept-language=en
sk-6849,SK,Komarno,Komárno,"Komárno, Slovakia",47.7574079,18.1298249,geocoded_locality,OpenStreetMap locality result via Nominatim,OpenStreetMap Nominatim,"Komárno, District of Komárno, Region of Nitra, Slovakia",town,medium,accepted,name_match=1.000; country and conservative Danube-sector checks passed,2026-08-04T18:45:26Z,https://nominatim.openstreetmap.org/search?q=Kom%C3%A1rno%2C+Slovakia&countrycodes=sk&format=jsonv2&addressdetails=1&namedetails=1&limit=5&dedupe=1&accept-language=en
sk-5145,SK,Medvedov,Medveďov,"Medveďov, Slovakia",47.8000105,17.6607602,geocoded_locality,OpenStreetMap locality result via Nominatim,OpenStreetMap Nominatim,"Medveďov, District of Dunajská Streda, Region of Trnava, 930 07, Slovakia",municipality,medium,accepted,name_match=1.000; country and conservative Danube-sector checks passed,2026-08-07T11:42:46Z,https://nominatim.openstreetmap.org/search?q=Medve%C4%8Fov%2C+Slovakia&countrycodes=sk&format=jsonv2&addressdetails=1&namedetails=1&limit=5&dedupe=1&accept-language=en
sk-6870,SK,Radvan n/Dunajom,Radvaň  n/Dunajom,"Radvan nad Dunajom, Slovakia",47.7472584,18.3733406,geocoded_locality,OpenStreetMap locality result via Nominatim,OpenStreetMap Nominatim,"Radvaň nad Dunajom, District of Komárno, Region of Nitra, Slovakia",municipality,medium,accepted,name_match=1.000; country and conservative Danube-sector checks passed,2026-08-04T18:48:05Z,https://nominatim.openstreetmap.org/search?q=Radvan+nad+Dunajom%2C+Slovakia&countrycodes=sk&format=jsonv2&addressdetails=1&namedetails=1&limit=5&dedupe=1&accept-language=en
sk-5141,SK,Rusovce,Rusovce,"Rusovce, Slovakia",48.048772,17.1521045,geocoded_locality,OpenStreetMap locality result via Nominatim,OpenStreetMap Nominatim,"Rusovce, District of Bratislava V, Bratislava, Region of Bratislava, 900 32, Slovakia",suburb,medium,accepted,name_match=1.000; country and conservative Danube-sector checks passed,2026-08-04T18:45:28Z,https://nominatim.openstreetmap.org/search?q=Rusovce%2C+Slovakia&countrycodes=sk&format=jsonv2&addressdetails=1&namedetails=1&limit=5&dedupe=1&accept-language=en
sk-6880,SK,Sturovo,Štúrovo,"Štúrovo, Slovakia",47.7978002,18.7158785,geocoded_locality,OpenStreetMap locality result via Nominatim,OpenStreetMap Nominatim,"Štúrovo, District of Nové Zámky, Region of Nitra, 943 01, Slovakia",town,medium,accepted,name_match=1.000; country and conservative Danube-sector checks passed,2026-08-04T18:45:30Z,https://nominatim.openstreetmap.org/search?q=%C5%A0t%C3%BArovo%2C+Slovakia&countrycodes=sk&format=jsonv2&addressdetails=1&namedetails=1&limit=5&dedupe=1&accept-language=en
sk-6830,SK,Zlatna na Ostrove,Zlatná na Ostrove,"Zlatná na Ostrove, Slovakia",47.769836,17.9740132,geocoded_locality,OpenStreetMap locality result via Nominatim,OpenStreetMap Nominatim,"Zlatná na Ostrove, District of Komárno, Region of Nitra, 946 12, Slovakia",municipality,medium,accepted,name_match=1.000; country and conservative Danube-sector checks passed,2026-08-04T18:45:31Z,https://nominatim.openstreetmap.org/search?q=Zlatn%C3%A1+na+Ostrove%2C+Slovakia&countrycodes=sk&format=jsonv2&addressdetails=1&namedetails=1&limit=5&dedupe=1&accept-language=en
